trip_string,counts
Dyker Heights-Plum Beach,1
Morris Park-Fort Hamilton,1
Elmhurst-Clifton,1
Cypress Hills-Morris Heights,1
New Dorp-Williamsburg,1
Bellerose-Canarsie,1
Baychester-Tribeca,1
Governors Island-Brownsville,1
Holliswood-Fort Greene,1
Fieldston-Nolita,1
Mariners Harbor-Kensington,1
Olinville-Park Slope,1
Hollis-Canarsie,1
Graniteville-Bloomfield,1
Briarwood-University Heights,1
New Dorp Beach-Lighthouse Hill,1
"Prospect Heights-Chelsea, Staten Island",1
Far Rockaway-East Harlem,1
Jamaica Estates-Norwood,1
Brownsville-Stuyvesant Town,1
Whitestone-Concord,1
Windsor Terrace-Stapleton,1
Sunset Park-Bronx Park,1
Borough Park-Rockaway Park,1
Stapleton-Downtown Brooklyn,1
Norwood-Red Hook,1
Port Morris-Emerson Hill,1
Navy Yard-Rockaway Park,1
Throgs Neck-Maspeth,1
Flatlands-Kew Gardens Hills,1
Canarsie-Mount Eden,1
Oakwood-Bull's Head,1
Williamsbridge-Canarsie,1
Rikers Island-Concourse Village,1
Glen Oaks-Hollis,1
Mill Basin-NoHo,1
Crown Heights-Westerleigh,1
New Dorp-New Springville,1
Washington Heights-Rockaway Park,1
Marble Hill-Columbia St,1
Longwood-Marine Park,1
"Fort Hamilton-Bay Terrace, Staten Island",1
Howland Hook-Greenwich Village,1
Port Richmond-Westerleigh,1
Rockaway Beach-Kew Gardens,1
Graniteville-Shore Acres,1
Graniteville-Murray Hill,1
Middle Village-Highbridge,1
Holliswood-Greenpoint,1
Clinton Hill-Pelham Gardens,1
Cunningham Park-Borough Park,1
Rikers Island-Battery Park City,1
Navy Yard-Ellis Island,1
Bull's Head-Battery Park City,1
Central Park-Jamaica Bay,1
Bath Beach-Castleton Corners,1
Oakwood-Dyker Heights,1
University Heights-Fort Hamilton,1
Schuylerville-Shore Acres,1
Castle Hill-Cobble Hill,1
Crown Heights-City Island,1
"Canarsie-Chelsea, Staten Island",1
Howland Hook-Bushwick,1
Parkchester-Howard Beach,1
Morrisania-Flatlands,1
Edgemere-Greenwich Village,1
Mill Basin-Cobble Hill,1
Claremont Village-Flushing,1
Columbia St-Belmont,1
New Dorp-SoHo,1
Greenpoint-Willowbrook,1
Bayswater-East Flatbush,1
New Dorp Beach-Great Kills,1
DUMBO-Williamsbridge,1
Corona-Rikers Island,1
Morris Park-Spuyten Duyvil,1
Belle Harbor-Marine Park,1
Floral Park-Morningside Heights,1
Bronx Park-Flatbush,1
Clason Point-Brooklyn Heights,1
Country Club-Van Cortlandt Park,1
Wakefield-Maspeth,1
New Springville-Tottenville,1
Cunningham Park-Jackson Heights,1
Todt Hill-Park Slope,1
Briarwood-West Farms,1
Melrose-Hollis,1
New Springville-Graniteville,1
Rossville-SoHo,1
Holliswood-Brighton Beach,1
Bath Beach-Grant City,1
Corona-Floyd Bennett Field,1
Clifton-Shore Acres,1
Clason Point-Crotona Park,1
St. Albans-Stuyvesant Town,1
Arden Heights-Lighthouse Hill,1
Prospect-Lefferts Gardens-Tompkinsville,1
Park Hill-Bushwick,1
West Farms-Riverdale,1
Bayswater-West Farms,1
Bushwick-Tompkinsville,1
Unionport-Sheepshead Bay,1
Corona-Castle Hill,1
Jamaica Hills-Eastchester,1
Wakefield-Elmhurst,1
St. George-Park Slope,1
Bedford-Stuyvesant-Rosebank,1
Spuyten Duyvil-Bronxdale,1
Eastchester-Williamsburg,1
Mott Haven-Concord,1
Middle Village-Claremont Village,1
Rockaway Park-Bergen Beach,1
Castle Hill-Kingsbridge,1
Broad Channel-Crown Heights,1
Hollis Hills-College Point,1
East Morrisania-Navy Yard,1
Mott Haven-Randall Manor,1
Emerson Hill-Theater District,1
West Brighton-East Elmhurst,1
Oakwood-Park Slope,1
Prospect Heights-Bayswater,1
East Morrisania-Rosebank,1
Whitestone-Spuyten Duyvil,1
Governors Island-Roosevelt Island,1
St. Albans-Bensonhurst,1
Morris Heights-Kew Gardens,1
Plum Beach-Astoria,1
South Ozone Park-Van Cortlandt Park,1
Woodhaven-East Morrisania,1
Unionport-Fresh Meadows,1
Springfield Gardens-Pelham Bay,1
East New York-Tompkinsville,1
Silver Lake-Park Hill,1
Mott Haven-Fort Wadsworth,1
Flushing-Manhattan Beach,1
Canarsie-Randall's Island,1
Pelham Bay-Jamaica Estates,1
Flatbush-Grymes Hill,1
Arverne-Bath Beach,1
Floral Park-Cypress Hills,1
Carroll Gardens-Latourette Park,1
Breezy Point-Columbia St,1
Gowanus-Edenwald,1
Kensington-Breezy Point,1
Fort Wadsworth-Graniteville,1
Concord-Harlem,1
Arverne-Briarwood,1
Kensington-Pelham Bay,1
Morningside Heights-Breezy Point,1
Midland Beach-Greenwich Village,1
Bensonhurst-St. George,1
Bayside-Longwood,1
Mill Basin-Dyker Heights,1
Grant City-Great Kills Park,1
Vinegar Hill-North Riverdale,1
Woodside-Neponsit,1
Clinton Hill-Cunningham Park,1
Jamaica Bay-Kips Bay,1
Huguenot-Central Park,1
Corona-Morris Park,1
Prospect Heights-City Island,1
Bedford-Stuyvesant-Governors Island,1
Windsor Terrace-Parkchester,1
Fieldston-Gowanus,1
Fort Wadsworth-Tottenville,1
Edgemere-LaGuardia Airport,1
Forest Hills-Huguenot,1
Brownsville-Bensonhurst,1
Ridgewood-Melrose,1
Latourette Park-Howland Hook,1
Corona-Marble Hill,1
Norwood-Douglaston,1
Bath Beach-New Springville,1
Belmont-Little Italy,1
Kew Gardens-Randall Manor,1
Stapleton-Shore Acres,1
Douglaston-Norwood,1
East New York-Willowbrook,1
Mariners Harbor-Murray Hill,1
Gowanus-Neponsit,1
Cobble Hill-Fort Wadsworth,1
Hollis-Greenwich Village,1
Morningside Heights-South Beach,1
Great Kills-Greenwich Village,1
Douglaston-Morningside Heights,1
Marine Park-Rego Park,1
"Kensington-Bay Terrace, Staten Island",1
Fort Hamilton-Bellerose,1
Floyd Bennett Field-Prospect Park,1
Bergen Beach-Todt Hill,1
Ditmars Steinway-Arverne,1
Randall Manor-Gramercy,1
Rockaway Park-Long Island City,1
Tottenville-Rossville,1
Unionport-Boerum Hill,1
Borough Park-Longwood,1
Parkchester-Sheepshead Bay,1
Jackson Heights-Rossville,1
Country Club-Clason Point,1
Prospect Park-Freshkills Park,1
East Flatbush-Floral Park,1
Rockaway Beach-Co-op City,1
Fort Wadsworth-East Elmhurst,1
Sea Gate-Kensington,1
Ditmars Steinway-New Brighton,1
Spuyten Duyvil-Gowanus,1
Spuyten Duyvil-Jamaica,1
Hell's Kitchen-Hart Island,1
Cypress Hills-Van Nest,1
University Heights-Jamaica,1
"Bay Terrace, Staten Island-Battery Park City",1
Fresh Meadows-Schuylerville,1
Washington Heights-Silver Lake,1
Park Hill-Charleston,1
Gerritsen Beach-Corona,1
Unionport-Howard Beach,1
Castleton Corners-Flatbush,1
Briarwood-North Riverdale,1
Bensonhurst-Unionport,1
Two Bridges-Huguenot,1
East Morrisania-Queens Village,1
Co-op City-Marble Hill,1
Bayswater-Flatlands,1
Concord-Clinton Hill,1
Sunnyside-Ferry Point Park,1
Glen Oaks-East New York,1
Park Slope-Willowbrook,1
Bellerose-Roosevelt Island,1
Chinatown-Ferry Point Park,1
Broad Channel-Woodside,1
Floyd Bennett Field-Boerum Hill,1
Prospect Park-Douglaston,1
Queens Village-DUMBO,1
Middle Village-Edgemere,1
Dyker Heights-Green-Wood Cemetery,1
Pelham Bay Park-Kingsbridge,1
Dyker Heights-Randall Manor,1
West Farms-Flatbush,1
Floyd Bennett Field-Flushing Meadows Corona Park,1
Stapleton-Concord,1
Bellerose-Pelham Bay,1
Woodhaven-City Island,1
Randall's Island-Howard Beach,1
Eastchester-Flushing Meadows Corona Park,1
Crown Heights-West Brighton,1
City Island-Clason Point,1
Crotona Park-Tribeca,1
Arden Heights-Freshkills Park,1
Country Club-Maspeth,1
Woodhaven-Belmont,1
Woodside-Sea Gate,1
Throgs Neck-Nolita,1
Red Hook-Plum Beach,1
Oakwood-Midland Beach,1
South Slope-Clifton,1
West Farms-Fort Greene,1
Midwood-Morris Park,1
Laurelton-Mill Basin,1
Huguenot-Financial District,1
Wakefield-East Elmhurst,1
Windsor Terrace-Bayside,1
Arverne-College Point,1
Mariners Harbor-Hunts Point,1
Ozone Park-Floyd Bennett Field,1
Clinton Hill-Randall Manor,1
Kensington-Mount Eden,1
Mount Eden-Briarwood,1
Dyker Heights-Maspeth,1
Jamaica Hills-Prospect Park,1
Bushwick-Bull's Head,1
Fordham-Bay Ridge,1
Mill Basin-Central Park,1
Boerum Hill-Baychester,1
Shore Acres-Borough Park,1
Rego Park-St. George,1
Bedford-Stuyvesant-New Dorp Beach,1
Plum Beach-Jamaica,1
Arrochar-Rossville,1
Rockaway Park-Rosedale,1
Rockaway Park-Crown Heights,1
Williamsbridge-College Point,1
Howard Beach-Nolita,1
Wakefield-Randall's Island,1
Arverne-Belle Harbor,1
Rosebank-East Harlem,1
Neponsit-Howard Beach,1
West Farms-Bayswater,1
Flatlands-Jamaica Hills,1
Green-Wood Cemetery-Civic Center,1
Latourette Park-Fort Hamilton,1
West Brighton-Central Park,1
Concord-Tottenville,1
Ridgewood-Little Neck,1
Mariners Harbor-Flatiron District,1
Holliswood-South Slope,1
New Brighton-Bull's Head,1
New Springville-Todt Hill,1
Pelham Gardens-Williamsburg,1
Edgemere-Concourse,1
Roosevelt Island-Allerton,1
Wakefield-Pelham Bay Park,1
Coney Island-Jamaica Estates,1
Belmont-Arverne,1
East Flatbush-Ferry Point Park,1
Claremont Village-Boerum Hill,1
Ellis Island-Middle Village,1
Floral Park-Fresh Meadows,1
Fort Hamilton-Bloomfield,1
Emerson Hill-New Brighton,1
Sheepshead Bay-Highbridge,1
Red Hook-Fieldston,1
Fieldston-DUMBO,1
Whitestone-Baychester,1
Cobble Hill-New Dorp,1
Westchester Square-Gowanus,1
Glen Oaks-Flushing Meadows Corona Park,1
Jamaica Estates-Civic Center,1
Bellerose-Marine Park,1
"Ditmars Steinway-Chelsea, Staten Island",1
Gerritsen Beach-Washington Heights,1
Claremont Village-Civic Center,1
Far Rockaway-Astoria,1
New Springville-Sunnyside,1
Middle Village-Hunts Point,1
Bellerose-Throgs Neck,1
Columbia St-Williamsbridge,1
Green-Wood Cemetery-Grymes Hill,1
Crotona Park-Van Cortlandt Park,1
Dongan Hills-Van Nest,1
New Springville-Morningside Heights,1
East Morrisania-Crown Heights,1
Green-Wood Cemetery-Harlem,1
Bay Ridge-Springfield Gardens,1
Sheepshead Bay-Randall's Island,1
Morningside Heights-Stapleton,1
Midwood-Arrochar,1
Great Kills Park-Midtown,1
Navy Yard-University Heights,1
Castleton Corners-Pleasant Plains,1
Rosedale-Windsor Terrace,1
Mill Basin-Tribeca,1
Bayside-Borough Park,1
Latourette Park-Great Kills Park,1
Rockaway Beach-Sheepshead Bay,1
Bronxdale-Midwood,1
Fort Greene-Ellis Island,1
Holliswood-Van Cortlandt Park,1
Morris Heights-Cypress Hills,1
Westerleigh-Great Kills,1
Bronxdale-Kew Gardens,1
Jamaica Hills-Concourse,1
New Brighton-Ditmars Steinway,1
Castle Hill-Jamaica,1
Springfield Gardens-Manhattan Beach,1
Little Neck-Whitestone,1
Forest Park-Springfield Gardens,1
Port Richmond-Theater District,1
Governors Island-East Harlem,1
Red Hook-Gerritsen Beach,1
West Brighton-Chinatown,1
"NoHo-Chelsea, Staten Island",1
Forest Park-Laurelton,1
Howard Beach-South Beach,1
Mariners Harbor-Crown Heights,1
Chinatown-Governors Island,1
Bedford-Stuyvesant-Great Kills,1
Port Morris-Bay Terrace,1
Flatlands-Bellerose,1
Todt Hill-Central Park,1
Concourse-Concord,1
Midwood-Concord,1
Kensington-Morris Heights,1
Rikers Island-Forest Hills,1
Rockaway Beach-Flatbush,1
Sheepshead Bay-Emerson Hill,1
Olinville-Financial District,1
LaGuardia Airport-Ellis Island,1
St. Albans-Glendale,1
Bergen Beach-Cobble Hill,1
Inwood-Far Rockaway,1
Pelham Bay-East Elmhurst,1
Park Slope-New Dorp Beach,1
Port Morris-Whitestone,1
Pelham Gardens-Jamaica,1
Windsor Terrace-Throgs Neck,1
Jackson Heights-Bull's Head,1
Melrose-Gravesend,1
Plum Beach-Downtown Brooklyn,1
Elmhurst-West Brighton,1
Floral Park-Forest Park,1
Rosedale-Prospect Park,1
Coney Island-Bronxdale,1
Fort Hamilton-North Riverdale,1
Olinville-NoHo,1
Arrochar-Red Hook,1
Ferry Point Park-East Elmhurst,1
Fieldston-Elmhurst,1
Borough Park-Neponsit,1
Great Kills-Lower East Side,1
Arrochar-Castleton Corners,1
Marine Park-East Elmhurst,1
Hollis-Sheepshead Bay,1
NoHo-Lighthouse Hill,1
Bath Beach-Middle Village,1
Forest Park-Rockaway Beach,1
Glen Oaks-Flatiron District,1
Bergen Beach-Carroll Gardens,1
South Beach-Sunset Park,1
Breezy Point-Ozone Park,1
Columbia St-Forest Park,1
Bensonhurst-Concourse,1
Woodlawn-Navy Yard,1
Columbia St-Hunts Point,1
Randall's Island-Laurelton,1
Cobble Hill-Grant City,1
Howard Beach-Morrisania,1
Howland Hook-Civic Center,1
Whitestone-Ridgewood,1
Rockaway Park-Bensonhurst,1
Todt Hill-Chinatown,1
Mount Eden-East Flatbush,1
Highbridge-Kensington,1
Morningside Heights-Rosebank,1
Clifton-Battery Park City,1
Kensington-Great Kills,1
Riverdale-Carroll Gardens,1
Highbridge-Briarwood,1
Jamaica Estates-Mott Haven,1
Laurelton-Howard Beach,1
Coney Island-Cypress Hills,1
Rossville-Huguenot,1
Gerritsen Beach-Battery Park City,1
Morris Park-Battery Park City,1
Westerleigh-Mariners Harbor,1
St. Albans-Battery Park City,1
Arverne-Parkchester,1
Kew Gardens-Van Cortlandt Park,1
Prospect-Lefferts Gardens-Castle Hill,1
"Nolita-Bay Terrace, Staten Island",1
Mount Eden-NoHo,1
North Riverdale-Soundview,1
Bayside-Bath Beach,1
Little Neck-Crown Heights,1
Kew Gardens Hills-Williamsbridge,1
Rossville-Tribeca,1
Williamsbridge-Rosedale,1
Ozone Park-Williamsbridge,1
Fort Hamilton-Mount Eden,1
Morrisania-Broad Channel,1
North Riverdale-Jamaica,1
Cambria Heights-Chinatown,1
Stuyvesant Town-Great Kills,1
Hollis-Bergen Beach,1
South Ozone Park-City Island,1
Throgs Neck-DUMBO,1
Jackson Heights-South Beach,1
Glendale-Marble Hill,1
Canarsie-Norwood,1
Stapleton-Mariners Harbor,1
Clifton-Crown Heights,1
East New York-Castleton Corners,1
Bull's Head-Fordham,1
Gravesend-West Farms,1
Eltingville-Emerson Hill,1
Rossville-Charleston,1
Jamaica Hills-Bronx Park,1
Great Kills-Rossville,1
Midwood-Mott Haven,1
Two Bridges-Country Club,1
Hunts Point-Carroll Gardens,1
Sheepshead Bay-New Springville,1
Hunts Point-Corona,1
Middle Village-Carroll Gardens,1
Marble Hill-Pelham Bay Park,1
East Elmhurst-Governors Island,1
Gowanus-Far Rockaway,1
Vinegar Hill-Inwood,1
New Dorp-Bay Ridge,1
Columbia St-East Morrisania,1
Bay Terrace-Corona,1
Crotona Park-Throgs Neck,1
Riverdale-Ridgewood,1
Fort Hamilton-Great Kills Park,1
Mill Basin-Jamaica Bay,1
East Morrisania-Fort Hamilton,1
Navy Yard-Forest Park,1
Mariners Harbor-Morningside Heights,1
Bay Terrace-Financial District,1
Castle Hill-Astoria,1
Stuyvesant Town-Graniteville,1
Bayside-Belle Harbor,1
Glendale-Prospect Park,1
Ridgewood-Bronxdale,1
Morris Heights-Floral Park,1
Midwood-Tompkinsville,1
South Ozone Park-Fort Wadsworth,1
New Brighton-Silver Lake,1
Bath Beach-Shore Acres,1
St. Albans-Brighton Beach,1
North Riverdale-Long Island City,1
Van Nest-Clinton Hill,1
Woodrow-West Village,1
Concourse-Rosedale,1
Ferry Point Park-Stuyvesant Town,1
Broad Channel-Flatbush,1
Marine Park-St. Albans,1
New Brighton-Cypress Hills,1
College Point-Belmont,1
Cambria Heights-College Point,1
Sheepshead Bay-Edgemere,1
Concord-Flatiron District,1
Navy Yard-Lighthouse Hill,1
Ellis Island-Kips Bay,1
Douglaston-Flatiron District,1
Ozone Park-Edenwald,1
Bronx Park-Bensonhurst,1
Forest Park-DUMBO,1
Rosebank-Oakwood,1
Graniteville-Morningside Heights,1
Bay Terrace-Greenwich Village,1
Castleton Corners-Lighthouse Hill,1
Rossville-Tottenville,1
Kew Gardens-New Springville,1
Prospect-Lefferts Gardens-Westchester Square,1
Throgs Neck-Spuyten Duyvil,1
Whitestone-Belmont,1
Two Bridges-Little Neck,1
Floyd Bennett Field-Central Park,1
Crotona Park-Central Park,1
Elmhurst-Grant City,1
Pelham Bay Park-University Heights,1
Eastchester-Flushing,1
Broad Channel-Glendale,1
Glendale-Inwood,1
Canarsie-Bellerose,1
Harlem-Westerleigh,1
Alley Pond Park-Financial District,1
Woodlawn-Port Morris,1
Edgemere-Cambria Heights,1
Port Morris-Park Hill,1
Woodrow-Midtown,1
Mariners Harbor-Arrochar,1
Cobble Hill-Rossville,1
Claremont Village-Sheepshead Bay,1
Bensonhurst-Bellerose,1
"Chelsea, Staten Island-Arrochar",1
Parkchester-Brooklyn Heights,1
Eastchester-Morrisania,1
Upper West Side-Pleasant Plains,1
Concord-Carroll Gardens,1
Holliswood-Tribeca,1
Bergen Beach-Greenwich Village,1
Prospect Park-Queens Village,1
Cypress Hills-Holliswood,1
Boerum Hill-Eltingville,1
West Brighton-Flatiron District,1
Eastchester-Van Nest,1
Todt Hill-Mariners Harbor,1
Van Cortlandt Park-Jamaica Hills,1
Van Cortlandt Park-East Morrisania,1
Wakefield-Williamsburg,1
Randall's Island-Pelham Bay,1
Manhattan Beach-Tribeca,1
Unionport-Alley Pond Park,1
"Shore Acres-Bay Terrace, Staten Island",1
Vinegar Hill-East Morrisania,1
Queens Village-Wakefield,1
South Ozone Park-Midland Beach,1
Governors Island-Bushwick,1
Westerleigh-Flatbush,1
Prospect Park-Pelham Gardens,1
Van Cortlandt Park-Melrose,1
Flatbush-Pelham Bay Park,1
Riverdale-Bay Ridge,1
South Slope-Woodrow,1
Randall's Island-Rosedale,1
Park Hill-Boerum Hill,1
Park Hill-Jamaica,1
Floyd Bennett Field-Harlem,1
Floral Park-Civic Center,1
Morris Park-Whitestone,1
Jamaica Estates-Carroll Gardens,1
Belle Harbor-Chelsea,1
Midwood-Bronxdale,1
Westerleigh-East Village,1
Great Kills-Huguenot,1
Sheepshead Bay-Norwood,1
Mariners Harbor-Clifton,1
Coney Island-Washington Heights,1
Lighthouse Hill-New Dorp,1
Kew Gardens-Vinegar Hill,1
Navy Yard-Bronx Park,1
Sheepshead Bay-Co-op City,1
Riverdale-East Elmhurst,1
Bull's Head-Floyd Bennett Field,1
DUMBO-South Beach,1
Westchester Square-Fort Hamilton,1
Sheepshead Bay-Bellerose,1
Vinegar Hill-Todt Hill,1
"Fordham-Chelsea, Staten Island",1
Tompkinsville-Todt Hill,1
Rockaway Beach-Astoria,1
Rosebank-Castleton Corners,1
Shore Acres-Gravesend,1
North Brother Island-Lower East Side,1
Ozone Park-Bronx Park,1
Concourse Village-Middle Village,1
Wakefield-Flatbush,1
Jamaica Bay-Greenpoint,1
Van Cortlandt Park-Co-op City,1
Flatlands-Concord,1
Gerritsen Beach-South Ozone Park,1
Westerleigh-Corona,1
Brighton Beach-Belmont,1
Jamaica Bay-Nolita,1
Pelham Gardens-Brooklyn Heights,1
Bensonhurst-Roosevelt Island,1
Tremont-City Island,1
Belmont-Park Slope,1
Arrochar-Lower East Side,1
East Flatbush-Unionport,1
Broad Channel-West Village,1
Westerleigh-Chelsea,1
Woodrow-Long Island City,1
Arverne-East Village,1
SoHo-Plum Beach,1
Carroll Gardens-Governors Island,1
Shore Acres-Cobble Hill,1
Bull's Head-Bath Beach,1
Midwood-Riverdale,1
Rockaway Beach-West Village,1
St. Albans-Civic Center,1
Two Bridges-Rosebank,1
Prospect-Lefferts Gardens-Grant City,1
Soundview-Spuyten Duyvil,1
Prospect Park-Highbridge,1
Laurelton-Morningside Heights,1
Pleasant Plains-Great Kills,1
Brighton Beach-Parkchester,1
Graniteville-South Ozone Park,1
Claremont Village-Greenpoint,1
Graniteville-Stapleton,1
Prospect-Lefferts Gardens-Riverdale,1
Gerritsen Beach-East New York,1
Port Morris-South Brother Island,1
East Flatbush-Emerson Hill,1
Woodlawn-Fort Greene,1
Governors Island-Shore Acres,1
Flushing Meadows Corona Park-Manhattan Beach,1
Woodhaven-Schuylerville,1
Belmont-Prospect-Lefferts Gardens,1
Jamaica Estates-Allerton,1
Soundview-Red Hook,1
Tremont-Gowanus,1
Bath Beach-Plum Beach,1
Morrisania-Brooklyn Heights,1
Bronxdale-Carroll Gardens,1
Borough Park-Concord,1
Van Nest-Park Slope,1
Woodrow-Chinatown,1
Queens Village-Pelham Bay Park,1
Laurelton-Hollis Hills,1
"Chelsea, Staten Island-Prince's Bay",1
New Dorp Beach-Bensonhurst,1
Unionport-Fieldston,1
Rossville-Central Park,1
South Beach-Huguenot,1
Maspeth-Tompkinsville,1
Fort Hamilton-Pleasant Plains,1
Mount Eden-Chinatown,1
Rockaway Park-Downtown Brooklyn,1
Unionport-Springfield Gardens,1
Castle Hill-College Point,1
Columbia St-Allerton,1
Castleton Corners-Borough Park,1
Dyker Heights-Soundview,1
University Heights-East Flatbush,1
Nolita-Rosebank,1
Graniteville-South Beach,1
Flatbush-Emerson Hill,1
New Dorp-Midtown,1
Coney Island-Corona,1
University Heights-Sunset Park,1
Marine Park-NoHo,1
Forest Hills-Concord,1
Hunts Point-Nolita,1
Castle Hill-Murray Hill,1
"Bushwick-Bay Terrace, Staten Island",1
Fort Wadsworth-Grymes Hill,1
"Castleton Corners-Chelsea, Staten Island",1
Manhattan Beach-Park Slope,1
Crotona Park-Morris Park,1
Breezy Point-Tribeca,1
Harlem-Freshkills Park,1
Allerton-Gowanus,1
Eastchester-Spuyten Duyvil,1
Grymes Hill-Park Slope,1
Woodrow-Theater District,1
Crotona Park-Edgemere,1
Vinegar Hill-Park Hill,1
Glendale-Vinegar Hill,1
Mount Hope-South Slope,1
Concourse-Belle Harbor,1
South Beach-Battery Park City,1
Cunningham Park-Stuyvesant Town,1
Gravesend-Howland Hook,1
Bushwick-Concord,1
Westerleigh-Kips Bay,1
Queens Village-Edgemere,1
West Brighton-Howland Hook,1
Middle Village-Soundview,1
Two Bridges-Laurelton,1
South Brother Island-Tribeca,1
Mount Eden-Far Rockaway,1
City Island-Chelsea,1
Claremont Village-Maspeth,1
Concourse-Floral Park,1
Concourse-Graniteville,1
Mariners Harbor-SoHo,1
Hell's Kitchen-Jamaica Bay,1
DUMBO-Schuylerville,1
Red Hook-Graniteville,1
Bellerose-Allerton,1
Kew Gardens-Bath Beach,1
Bronxdale-Williamsburg,1
Emerson Hill-Lower East Side,1
Tremont-South Ozone Park,1
Van Cortlandt Park-Bensonhurst,1
Dongan Hills-Queens Village,1
Kingsbridge-Kew Gardens,1
Rosebank-Latourette Park,1
Edgemere-Lower East Side,1
Coney Island-Mount Hope,1
Woodlawn-Civic Center,1
Two Bridges-Shore Acres,1
Marble Hill-Stuyvesant Town,1
Fort Greene-Tottenville,1
Jamaica Estates-Longwood,1
Glendale-Windsor Terrace,1
Bergen Beach-Richmond Hill,1
Wakefield-Little Italy,1
East Morrisania-NoHo,1
College Point-Bronx Park,1
Floral Park-East Flatbush,1
Hollis Hills-Bedford-Stuyvesant,1
Eltingville-Rosebank,1
Stapleton-Flatiron District,1
Windsor Terrace-Westerleigh,1
Midwood-Great Kills,1
Borough Park-Mount Hope,1
Kingsbridge-Prospect Park,1
Rikers Island-Woodside,1
Bay Ridge-Pleasant Plains,1
Jamaica Estates-Mount Eden,1
Shore Acres-South Slope,1
Coney Island-Clason Point,1
Dongan Hills-Tribeca,1
Flatlands-Belmont,1
Flushing Meadows Corona Park-Melrose,1
Flatlands-Bronxdale,1
Shore Acres-Long Island City,1
Windsor Terrace-West Brighton,1
Randall's Island-Vinegar Hill,1
Longwood-Rikers Island,1
Bull's Head-Forest Hills,1
College Point-Norwood,1
Midland Beach-Grymes Hill,1
Randall's Island-Cunningham Park,1
Sunset Park-Rockaway Beach,1
